company_size,product_category,product_subcategory,NAICS,NAICS_description,reformulation_activity,cost_type,5th Percentile,Mean,95th Percentile
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Total Costs,2207790,5393675,10486059
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Total Costs,85498,199444,377328
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Total Costs,2642577.4,6111633,11626953.6
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,1. Determine response to regulation,Per Formula Costs,2903.9312087912085,6716.0802197802195,12776.872087912088
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Total Costs,474993,1191087,2357076
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Total Costs,9287814,22387368,43178334
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Total Costs,433818,996170,1869826
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Per Formula Costs,30987,71155,133559
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Total Costs,10196625,24574625,47405236
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,2. Project management,Per Formula Costs,11205.082417582418,27005.082417582416,52093.66593406593
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Total Costs,1491114.9,3335898,6183266.1
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494,23158.3
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Total Costs,15478243.3,34220745,63160594.7
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Per Formula Costs,24607.7,54405,100414.3
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Total Costs,835907.7999999999,1831130,3360424.1999999997
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.3
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Total Costs,17805266,39387773,72704285
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,3. Product reformulation/process modification,Per Formula Costs,19566.226373626374,43283.267032967036,79894.81868131868
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Total Costs,75747.9,162603,304193.1
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Total Costs,1253408.3,2838677,5300771.699999999
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Per Formula Costs,1992.7,4513,8427.3
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Total Costs,59607.799999999996,130942,239110.19999999998
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Total Costs,1388764,3132222,5844075
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,4. Packaging assessment,Per Formula Costs,1526.1142857142856,3442.0021978021978,6422.06043956044
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Total Costs,2696.7000000000003,6861.9000000000005,13763.850000000002
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Per Formula Costs,10.100000000000001,25.700000000000003,51.55000000000001
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Total Costs,331703.15,749893.8,1397638
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Per Formula Costs,527.35,1192.2,2222
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Total Costs,17126.2,37632,68996.90000000001
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Per Formula Costs,1223.3,2688,4928.35
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Total Costs,351526.05000000005,794387.7000000001,1480398.75
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,5. Packaging development,Per Formula Costs,386.2923626373627,872.9535164835165,1626.8118131868132
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Total Costs,802575.2999999999,1271320.5,1942184.7000000002
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Per Formula Costs,3005.8999999999996,4761.5,7274.1
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Total Costs,10636327.100000001,22825466.5,41381972.900000006
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Total Costs,504602,1121764,2050174
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Total Costs,11943504.4,25218551,45374331.6
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,6. Product and package performance testing,Per Formula Costs,13124.73010989011,27712.693406593407,49861.90285714286
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Total Costs,419724,889110,1645788
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Total Costs,16733916,36064344,66002857
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Total Costs,901418,1916040,3475472
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Total Costs,18055058,38869494,71124117
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,7. Production scale-up testing,Per Formula Costs,19840.723076923077,42713.72967032967,78158.37032967033
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Total Costs,59007,135903,258189
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Total Costs,13390781,28851601,52792599
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Total Costs,784672,1705536,3120292
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Total Costs,14234460,30693040,56171080
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,8. Recordkeeping,Per Formula Costs,15642.263736263736,33728.61538461538,61726.46153846154
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Total Costs,0,0,0
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Total Costs,0,0,0
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Total Costs,0,0,0
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Per Formula Costs,0,0,0
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Total Costs,0,0,0
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Total Costs,0,0,0
Small Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Total Costs,2971616.1499999994,3764565,4651329.199999999
Medium Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Total Costs,228600.39999999997,347342.79999999993,439804.39999999997
Large Companies,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Per Formula Costs,16328.599999999997,24810.199999999993,31414.6
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Total Costs,3200216.55,4111907.8,5091133.6
Total,Meat & poultry,Meat - frozen,311612,Meat Processed from Carcasses,Consumer tests,Per Formula Costs,3516.721483516483,4518.58,5594.652307692308
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Total Costs,115121.59999999998,170896,251662.40000000002
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Per Formula Costs,1308.1999999999998,1942,2859.8
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Total Costs,1772550,4330375,8418855
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Total Costs,366420,854760,1617120
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Total Costs,2254091.6,5356031,10287637.4
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,1. Determine response to regulation,Per Formula Costs,3451.9013782542115,8202.191424196018,15754.421745788668
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Total Costs,156552,392568,776864
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Total Costs,7456830,17973960,34666230
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Total Costs,1859220,4269300,8013540
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Per Formula Costs,30987,71155,133559
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Total Costs,9472602,22635828,43456634
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,2. Project management,Per Formula Costs,14506.28177641654,34664.36140888208,66549.20980091883
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Total Costs,491453.6,1099472,2037930.4
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494,23158.3
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Total Costs,12426888.5,27474525,50709221.5
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Per Formula Costs,24607.7,54405,100414.3
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Total Costs,3582462,7847700,14401818
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.3
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Total Costs,16500804.099999998,36421697,67148969.89999999
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,3. Product reformulation/process modification,Per Formula Costs,25269.225267993872,55775.95252679939,102831.50061255741
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Total Costs,24965.6,53592,100258.4
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Total Costs,1006313.5,2279065,4255786.5
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Per Formula Costs,1992.7000000000003,4513,8427.3
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Total Costs,255462,561180,1024758
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Total Costs,1286741.1,2893837,5380802.899999999
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,4. Packaging assessment,Per Formula Costs,1970.5070444104135,4431.60336906585,8240.126952526798
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Total Costs,888.8000000000001,2261.6000000000004,4536.4000000000005
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Per Formula Costs,10.100000000000001,25.700000000000003,51.550000000000004
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Total Costs,266311.75,602061,1122110
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Per Formula Costs,527.35,1192.2000000000003,2222
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Total Costs,73398,161280,295701
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Per Formula Costs,1223.3,2688,4928.35
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Total Costs,340598.55000000005,765602.6000000001,1422347.4
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,5. Packaging development,Per Formula Costs,521.5904287901991,1172.438897396631,2178.1736600306276
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Total Costs,264519.19999999995,419012,640120.8
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Per Formula Costs,3005.8999999999996,4761.5,7274.1
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Total Costs,8539499.5,18325692.5,33224000.500000004
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Total Costs,2162580,4807560,8786460
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Total Costs,10966598.700000001,23552264.5,42650581.300000004
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,6. Product and package performance testing,Per Formula Costs,16794.178713629404,36067.78637059724,65314.82588055131
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Total Costs,138336,293040,542432
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Total Costs,13435020,28954680,52991165
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Total Costs,3863220,8211600,14894880
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Total Costs,17436576,37459320,68428477
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,7. Production scale-up testing,Per Formula Costs,26702.260336906584,57364.961715160796,104790.92955589587
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Total Costs,19448,44792,85096
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Total Costs,10750945,23163845,42385155
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Total Costs,3362880,7309440,13372680
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Total Costs,14133273,30518077,55842931
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,8. Recordkeeping,Per Formula Costs,21643.60336906585,46735.186830015315,85517.50535987748
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Total Costs,0,0,0
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Total Costs,0,0,0
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Total Costs,0,0,0
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Per Formula Costs,0,0,0
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Total Costs,0,0,0
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Total Costs,0,0,0
Small Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Total Costs,2385796.75,3022425,3734373.9999999995
Medium Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Total Costs,979715.9999999999,1488611.9999999998,1884876
Large Companies,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Per Formula Costs,16328.599999999999,24810.199999999997,31414.6
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Total Costs,3365512.75,4511037,5619250
Total,Meat & poultry,Poultry - frozen,311615,Poultry Processing,Consumer tests,Per Formula Costs,5153.924578866769,6908.1730474732,8605.283307810107
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Total Costs,752214.9999999999,1116650,1644385
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Per Formula Costs,1308.1999999999998,1942,2859.8
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Total Costs,3376620,8249150,16037502
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Total Costs,6107,14246,26952
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Total Costs,4134942,9380046,17708839
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,1. Determine response to regulation,Per Formula Costs,2688.518855656697,6098.85955786736,11514.199609882964
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Total Costs,1022925,2565075,5076100
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Total Costs,14204892,34239504,66037452
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Total Costs,30987,71155,133559
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Per Formula Costs,30987,71155,133559
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Total Costs,15258804,36875734,71247111
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,2. Project management,Per Formula Costs,9921.198959687907,23976.420026007803,46324.51950585176
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Total Costs,3211202.5,7184050,13316022.5
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494,23158.3
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Total Costs,23672607.400000002,52337610,96598556.60000001
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Per Formula Costs,24607.700000000004,54405,100414.30000000002
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Total Costs,59707.7,130795,240030.3
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.3
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Total Costs,26943517.6,59652455,110154609.4
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,3. Product reformulation/process modification,Per Formula Costs,17518.54200260078,38785.731469440834,71621.98270481145
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Total Costs,163127.5,350175,655097.5
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Total Costs,1916977.4000000001,4341506,8107062.6
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Per Formula Costs,1992.7000000000003,4513,8427.3
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Total Costs,4257.7,9353,17079.3
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Total Costs,2084362.6,4701034,8779239.399999999
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,4. Packaging assessment,Per Formula Costs,1355.2422626788036,3056.589076723017,5708.218075422626
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Total Costs,5807.5,14777.5,29641.25
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Per Formula Costs,10.1,25.7,51.55
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Total Costs,507310.7,1146896.4,2137564
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Per Formula Costs,527.35,1192.2,2222
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Total Costs,1223.3,2688,4928.35
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Per Formula Costs,1223.3,2688,4928.35
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Total Costs,514341.5,1164361.9,2172133.6
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,5. Packaging development,Per Formula Costs,334.42230169050714,757.0623537061118,1412.3105331599481
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Total Costs,1728392.4999999998,2737862.5,4182607.5
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Per Formula Costs,3005.8999999999996,4761.5,7274.1
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Total Costs,16267323.8,34909537,63290076.2
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Total Costs,36043,80126,146441
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Total Costs,18031759.3,37727525.5,67619124.7
Total,Seafood,Seafood - refrigerated,311711,Seafood Canning,6. Product and package performance testing,Per Formula Costs,11724.160793237972,24530.25065019506,43965.62074122237
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Total Costs,903900,1914750,3544300
Small Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Total Costs,25593048,55157232,100945546
Medium Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Seafood,Seafood - refrigerated,311711,Seafood Canning,7. Production scale-up testing,Total Costs,64387,136860,248248
